Project Name,Package Name,Architecture Smell,Cause of the Smell
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.control; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.interaction; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.format; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.source; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.tilegrid; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.sphere; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.gwt; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.animation; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.events.condition; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.format.filter; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.loadingstrategy; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.format; ol.utils; ol
gwt-ol-main,ol,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol; ol.source; ol.featureloader; ol
gwt-ol-main,ol.color,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
gwt-ol-main,ol.control,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
gwt-ol-main,ol.control,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Attribution; AttributionOptions; Control; ControlOptions; DefaultControlsOptions; FullScreen; FullScreenOptions; MousePosition; MousePositionOptions; OverviewMap; OverviewMapOptions; Rotate; RotateOptions; ScaleLine; ScaleLineOptions; Zoom; ZoomOptions; ZoomSlider; ZoomSliderOptions; ZoomToExtent; ZoomToExtentOptions; ControlTest]; [AttributionTest]; [FullScreenTest]; [MousePositionTest]; [OverviewMapTest]; [RotateTest]; [ScaleLineTest]; [ZoomSliderTest]; [ZoomToExtentTest]. LCC (Lack of Component Cohesion) = 0.3
gwt-ol-main,ol.event,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
gwt-ol-main,ol.events.condition,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
gwt-ol-main,ol.format,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 33
gwt-ol-main,ol.format,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol; ol.format.filter; ol.utils
gwt-ol-main,ol.format.filter,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
gwt-ol-main,ol.geom,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
gwt-ol-main,ol.geom,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Circle; Polygon; SimpleGeometry; SimpleGeometryCoordinates; SimpleGeometryMultiCoordinates; Geometry; GeometryCollection; LinearRing; LineString; MultiLineString; MultiPoint; Point; MultiPolygon]; [GeometryType]; [CircleTest]; [GeometryCollectionTest]; [PointTest]. LCC (Lack of Component Cohesion) = 0.29
gwt-ol-main,ol.gwt,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: ol; ol.interaction; ol.layer; ol.source.
gwt-ol-main,ol.interaction,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 58
gwt-ol-main,ol.interaction,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DefaultInteractionsOptions; Interaction; KeyboardPan; KeyboardZoom; MouseWheelZoom; Pointer; Select; SelectOptions; Snap; SnapOptions; Translate; TranslateOptions; InteractionTest; DoubleClickZoom; DragAndDrop; DragBox; DragBoxOptions; DragZoom; DragZoomOptions; DragPan; DragPanOptions; DragRotate; DragRotateAndZoom; Draw; DrawOptions; Extent; ExtentOptions; Modify; ModifyOptions; PinchRotate; PinchZoom]; [DragAndDrop.Event]; [DragBox.Event]; [Draw.Event]; [DrawEventType]; [DrawMode]; [Extent.Event]; [Modify.Event]; [Select.Event]; [Translate.Event]; [DoubleClickZoomTest]; [DragAndDropTest]; [DragBoxTest]; [DragPanTest]; [DragRotateAndZoomTest]; [DragRotateTest]; [DragZoomTest]; [DrawTest]; [ExtentTest]; [KeyboardPanTest]; [KeyboardZoomTest]; [ModifyTest]; [MouseWheelZoomTest]; [PinchRotateTest]; [PinchZoomTest]; [SelectTest]; [SnapTest]; [TranslateTest]. LCC (Lack of Component Cohesion) = 0.48
gwt-ol-main,ol.layer,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol; ol.style; ol.source
gwt-ol-main,ol.layer,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Base; Group; Layer; LayerGroupOptions; Tile; BaseVector; BaseVectorLayerOptions; LayerOptions; TileLayerOptions; Vector; VectorLayerOptions; VectorTile; VectorTileLayerOptions; Graticule; Heatmap; HeatmapOptions; HeatmapWeightFunction; Image; ImageLayerOptions]; [HeatmapTest]; [ImageTest]; [LayerGroupTest]; [TileTest]; [VectorTest]; [VectorTileTest]. LCC (Lack of Component Cohesion) = 0.28
gwt-ol-main,ol.loadingstrategy,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
gwt-ol-main,ol.proj,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
gwt-ol-main,ol.render,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ol.render; ol.style; ol.render
gwt-ol-main,ol.source,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 62
gwt-ol-main,ol.source,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol.format; ol; ol.tilegrid; ol.featureloader; ol.loadingstrategy
gwt-ol-main,ol.style,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol; ol.render
gwt-ol-main,ol.style,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Circle; CircleOptions; Fill; FillOptions; RegularShape; RegularShapeOptions; Stroke; StrokeOptions; Style; StyleOptions; Text; TextOptions; Icon; IconOptions; Image; RenderFunction]; [IconImageCache; IconImageCacheTest]; [OrderFunction]; [OrderFunctionRender]; [StyleFunction]; [CircleTest]; [FillTest]; [IconTest]; [RegularShapeTest]; [StrokeTest]; [TextTest]. LCC (Lack of Component Cohesion) = 0.41
gwt-ol-main,ol.tilegrid,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
gwt-ol-main,ol.utils,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
gwt-ol-main,com.github.tdesjardins.ol3.demo.client.example,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: ol; ol.control; ol.proj; ol.layer.
gwt-ol-main,com.github.tdesjardins.ol3.demo.client.example,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: ol; ol.source; ol.layer.
gwt-ol-main,com.github.tdesjardins.ol3.demo.client.example,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: ol; ol.source; ol.proj; ol.control; ol.layer.
gwt-ol-main,com.github.tdesjardins.ol3.demo.client.example,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: ol; ol.source; ol.control; ol.layer.
gwt-ol-main,com.github.tdesjardins.ol3.demo.client.example,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: ol; ol.layer; ol.source; ol.proj.
gwt-ol-main,com.github.tdesjardins.ol3.demo.client.utils,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ol
